Project Name,Address,Area (sqm),Type of Area,Transacted Price ($),Unit Price ($ psm),Unit Price ($ psf),Contract Date,Property Type,Tenure,Type of Sale,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
ALEXIS,354 Alexandra Road  #01-09 ,24,Strata,1150000,47917,4452,14-AUG-2015,Retail,Freehold,Resale,03,15,159948,Central Region,Queenstown
QUEENSWAY SHOPPING CENTRE,1 Queensway  #01-40 ,25,Strata,1550000,62000,5760,09-OCT-2015,Retail,Freehold,Resale,03,14,149053,Central Region,Queenstown
YONG SIAK VIEW,19 Yong Siak Street ,132,Strata,2700000,20455,1900,06-NOV-2015,Shop House,Freehold,Resale,03,16,168650,Central Region,Bukit Merah
QUEENSWAY SHOPPING CENTRE,1 Queensway  #01-37 ,22,Strata,1900000,86364,8023,25-NOV-2015,Retail,Freehold,Resale,03,14,149053,Central Region,Queenstown
CONCORDE SHOPPING CENTRE,317 Outram Road  #02-33 ,31,Strata,420000,13548,1259,08-DEC-2015,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
YONG SIAK VIEW,19 Yong Siak Street ,132,Strata,3020000,22879,2125,11-FEB-2016,Shop House,Freehold,Resale,03,16,168650,Central Region,Bukit Merah
N.A.,735/735A/735B Havelock Road ,146,Land,4500000,30822,2863,18-FEB-2016,Shop House,Freehold,Resale,03,16,169652,Central Region,Bukit Merah
QUEENSWAY SHOPPING CENTRE,1 Queensway  #02-37J ,13,Strata,643000,49462,4595,11-MAR-2016,Retail,Freehold,Resale,03,14,149053,Central Region,Queenstown
QUEENSWAY SHOPPING CENTRE,1 Queensway  #02-39H ,13,Strata,700000,53846,5002,23-MAR-2016,Retail,Freehold,Resale,03,14,149053,Central Region,Queenstown
QUEENSWAY SHOPPING CENTRE,1 Queensway  #02-39A ,13,Strata,545000,41923,3895,30-MAR-2016,Retail,Freehold,Resale,03,14,149053,Central Region,Queenstown
N.A.,723/723A/723B Havelock Road ,145,Land,4650000,32047,2977,05-AUG-2016,Shop House,Freehold,Resale,03,16,169646,Central Region,Outram
QUEENSWAY SHOPPING CENTRE,1 Queensway  #02-27 ,18,Strata,630000,35000,3252,17-AUG-2016,Retail,Freehold,Resale,03,14,149053,Central Region,Queenstown
N.A.,265ABC/269ABC/271ABC Outram Road ,569,Land,23800000,41828,3886,31-OCT-2016,Shop House,Freehold,Resale,03,16,169061,Central Region,Bukit Merah
QUEENSWAY SHOPPING CENTRE,1 Queensway  #02-31 ,24,Strata,910000,37917,3523,17-NOV-2016,Retail,Freehold,Resale,03,14,149053,Central Region,Queenstown
CONCORDE SHOPPING CENTRE,317 Outram Road  #B1-01/02 ,427,Strata,5100000,11944,1110,09-JAN-2017,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
CONCORDE SHOPPING CENTRE,317 Outram Road  #01-33 ,27,Strata,500000,18519,1720,25-JAN-2017,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
QUEENSWAY SHOPPING CENTRE,1 Queensway  #02-41H ,19,Strata,770000,40526,3765,18-APR-2017,Retail,Freehold,Resale,03,14,149053,Central Region,Queenstown
QUEENSWAY SHOPPING CENTRE,1 Queensway  #02-41A ,11,Strata,510000,46364,4307,26-APR-2017,Retail,Freehold,Resale,03,14,149053,Central Region,Queenstown
QUEENSWAY SHOPPING CENTRE,1 Queensway  #03-01G ,17,Strata,450000,26471,2459,27-APR-2017,Retail,Freehold,Resale,03,14,149053,Central Region,Queenstown
BLAIR PLAIN CONSERVATION AREA,87 Kampong Bahru Road ,111,Land,2750000,24864,2310,26-MAY-2017,Shop House,Freehold,Resale,03,16,169381,Central Region,Bukit Merah
CONCORDE SHOPPING CENTRE,317 Outram Road  #B1-18 ,26,Strata,360000,13846,1286,24-AUG-2017,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
QUEENSWAY SHOPPING CENTRE,1 Queensway  #03-01H ,16,Strata,595888,37243,3460,08-NOV-2017,Retail,Freehold,Resale,03,14,149053,Central Region,Queenstown
N.A.,5/5A/5B/5C Yong Siak Street ,154,Land,8500000,55195,5128,20-MAR-2018,Shop House,Freehold,Resale,03,16,168643,Central Region,Bukit Merah
CONCORDE SHOPPING CENTRE,317 Outram Road  #02-18 ,28,Strata,390000,13929,1294,03-APR-2018,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
DIMENSIONS BUILDING,23/ 25 Kampong Bahru Road ,215,Strata,6830000,31767,2951,08-MAY-2018,Retail,Freehold,Resale,03,16,169350,Central Region,Bukit Merah
DIMENSIONS BUILDING,23A/ 25A Kampong Bahru Road ,277,Strata,5250000,18953,1761,08-MAY-2018,Retail,Freehold,Resale,03,16,169350,Central Region,Bukit Merah
CONCORDE SHOPPING CENTRE,317 Outram Road  #01-49 ,37,Strata,580000,15676,1456,31-MAY-2018,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
CONCORDE SHOPPING CENTRE,317 Outram Road  #B1-17 ,26,Strata,300000,11538,1072,26-JUN-2018,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
CONCORDE SHOPPING CENTRE,317 Outram Road  #01-38 ,33,Strata,625000,18939,1760,03-JUL-2018,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
BLAIR PLAIN CONSERVATION AREA,29 Kampong Bahru Road ,86,Land,4300000,50058,4651,30-OCT-2018,Shop House,Freehold,Resale,03,16,169352,Central Region,Bukit Merah
BLAIR PLAIN CONSERVATION AREA,27 Kampong Bahru Road ,84,Land,4380000,52392,4867,30-OCT-2018,Shop House,Freehold,Resale,03,16,169351,Central Region,Bukit Merah
CONCORDE SHOPPING CENTRE,317 Outram Road  #02-22 ,32,Strata,488000,15250,1417,31-JAN-2019,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
QUEENSWAY SHOPPING CENTRE,1 Queensway  #01-40 ,25,Strata,1620000,64800,6020,23-JUL-2019,Retail,Freehold,Resale,03,14,149053,Central Region,Queenstown
QUEENSWAY SHOPPING CENTRE,1 Queensway  #01-07 ,35,Strata,2200000,62857,5840,23-JUL-2019,Retail,Freehold,Resale,03,14,149053,Central Region,Queenstown
QUEENSWAY SHOPPING CENTRE,1 Queensway  #01-11 ,35,Strata,2030000,58000,5388,23-JUL-2019,Retail,Freehold,Resale,03,14,149053,Central Region,Queenstown
QUEENSWAY SHOPPING CENTRE,1 Queensway  #01-42 ,42,Strata,3130000,74524,6923,23-JUL-2019,Retail,Freehold,Resale,03,14,149053,Central Region,Queenstown
QUEENSWAY SHOPPING CENTRE,1 Queensway  #01-14 ,48,Strata,3430000,71458,6639,23-JUL-2019,Retail,Freehold,Resale,03,14,149053,Central Region,Queenstown
ALEXANDRA CENTRAL,321 Alexandra Road  #02-33 ,18,Strata,1085000,60278,5600,14-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #03-03 ,22,Strata,1042000,47364,4400,14-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #02-09 ,21,Strata,1243000,59190,5499,14-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #01-27 ,27,Strata,2034000,75333,6999,14-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #02-20 ,43,Strata,2314000,53814,4999,14-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #02-08 ,21,Strata,1277000,60810,5649,14-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #01-24 ,15,Strata,1259000,83933,7798,14-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #03-01 ,116,Strata,5244000,45207,4200,14-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #02-22 ,61,Strata,3414000,55967,5199,15-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #03-34 ,15,Strata,710000,47333,4397,15-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #01-02 ,60,Strata,4392000,73200,6800,15-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #02-10 ,51,Strata,2964000,58118,5399,15-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #02-15 ,46,Strata,2575000,55978,5201,15-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #03-13 ,54,Strata,2383000,44130,4100,15-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #02-41/42/45 ,43,Strata,3337000,77605,7210,15-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #02-27 ,64,Strata,2962000,46281,4300,15-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #01-12 ,87,Strata,5338000,61356,5700,15-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #03-06 ,21,Strata,995000,47381,4402,15-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #01-14 ,55,Strata,4263000,77509,7201,15-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #03-30 ,15,Strata,710000,47333,4397,15-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #03-05 ,21,Strata,995000,47381,4402,15-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #02-26 ,31,Strata,1802000,58129,5400,15-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #02-36 ,15,Strata,904000,60267,5599,15-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #01-04 ,62,Strata,4538000,73194,6800,15-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #03-18 ,29,Strata,1373000,47345,4398,15-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #03-37 ,40,Strata,1808000,45200,4199,15-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #02-23 ,17,Strata,823000,48412,4498,15-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #03-31/32 ,36,Strata,1667000,46306,4302,18-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #03-19 ,59,Strata,2604000,44136,4100,18-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #02-19 ,35,Strata,1997000,57057,5301,18-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #02-13 ,38,Strata,2086000,54895,5100,18-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #02-06 ,21,Strata,1266000,60286,5601,18-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #01-08 ,88,Strata,5968000,67818,6300,18-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #02-18 ,18,Strata,1066000,59222,5502,18-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #01-09 ,46,Strata,3218000,69957,6499,18-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #01-31 ,17,Strata,1427000,83941,7798,19-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #01-15 ,65,Strata,5038000,77508,7201,19-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #01-22 ,15,Strata,1259000,83933,7798,19-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #02-01 ,116,Strata,6118000,52741,4900,19-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #02-38 ,20,Strata,1184000,59200,5500,19-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #03-23 ,83,Strata,4020000,48434,4500,20-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #02-28 ,60,Strata,2906000,48433,4500,20-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #03-39 ,27,Strata,1337000,49519,4600,20-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #03-25 ,31,Strata,1435000,46290,4300,20-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #03-15 ,17,Strata,659000,38765,3601,22-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #01-01 ,60,Strata,4650000,77500,7200,25-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #03-24 ,66,Strata,3197000,48439,4500,26-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #01-28 ,37,Strata,2708000,73189,6799,28-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #02-24 ,29,Strata,1686000,58138,5401,28-FEB-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #01-18 ,14,Strata,1175000,83929,7797,01-MAR-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #03-26 ,15,Strata,694000,46267,4298,01-MAR-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #01-30 ,10,Strata,840000,84000,7804,01-MAR-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #01-16 ,30,Strata,2325000,77500,7200,01-MAR-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #01-19 ,15,Strata,1259000,83933,7798,01-MAR-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #01-17 ,61,Strata,4728000,77508,7201,08-MAR-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #02-35 ,15,Strata,904000,60267,5599,08-MAR-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #03-27 ,18,Strata,833000,46278,4299,18-MAR-2013,Retail,99 Yrs From 05/03/2012,Sub Sale,03,15,159971,Central Region,Bukit Merah
QUEENSWAY SHOPPING CENTRE,1 Queensway  #03-01L ,16,Strata,592000,37000,3437,10-APR-2013,Retail,Freehold,Resale,03,14,149053,Central Region,Queenstown
BLAIR PLAIN CONSERVATION AREA,43 Kampong Bahru Road ,90,Land,3400000,37736,3506,12-APR-2013,Shop House,Freehold,Resale,03,16,169359,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #02-04 ,21,Strata,1428000,68000,6317,15-APR-2013,Retail,99 Yrs From 05/03/2012,Sub Sale,03,15,159971,Central Region,Bukit Merah
ALEXIS,354 Alexandra Road  #01-14 ,216,Strata,6000000,27778,2581,25-APR-2013,Retail,Freehold,New Sale,03,15,159948,Central Region,Queenstown
N.A.,261/261A/261B/261C Outram Road ,212,Land,9880000,46714,4340,25-APR-2013,Shop House,Freehold,Resale,03,16,169057,Central Region,Bukit Merah
QUEENSWAY SHOPPING CENTRE,1 Queensway  #03-11/29/30 ,711,Strata,20800000,29255,2718,09-MAY-2013,Retail,Freehold,Resale,03,14,149053,Central Region,Queenstown
ALEXANDRA CENTRAL,321 Alexandra Road  #03-35 ,15,Strata,890000,59333,5512,10-MAY-2013,Retail,99 Yrs From 05/03/2012,Sub Sale,03,15,159971,Central Region,Bukit Merah
QUEENSWAY SHOPPING CENTRE,1 Queensway  #02-41E ,13,Strata,550000,42308,3930,10-MAY-2012,Retail,Freehold,Resale,03,14,149053,Central Region,Queenstown
ALEXIS,354 Alexandra Road  #01-16 ,201,Strata,7574000,37682,3501,11-MAY-2012,Retail,Freehold,New Sale,03,15,159948,Central Region,Queenstown
ALEXIS,354 Alexandra Road  #01-10 ,42,Strata,2650000,63095,5862,11-MAY-2012,Retail,Freehold,New Sale,03,15,159948,Central Region,Queenstown
ALEXIS,354 Alexandra Road  #01-11 ,13,Strata,840000,64615,6003,14-MAY-2012,Retail,Freehold,New Sale,03,15,159948,Central Region,Queenstown
ALEXIS,354 Alexandra Road  #01-02 ,157,Strata,5577000,35522,3300,15-MAY-2012,Retail,Freehold,New Sale,03,15,159948,Central Region,Queenstown
ALEXIS,354 Alexandra Road  #01-01 ,128,Strata,4547400,35527,3300,15-MAY-2012,Retail,Freehold,New Sale,03,15,159948,Central Region,Queenstown
ALEXIS,354 Alexandra Road  #01-12 ,14,Strata,906000,64714,6012,21-MAY-2012,Retail,Freehold,New Sale,03,15,159948,Central Region,Queenstown
ALEXIS,354 Alexandra Road  #01-05 ,162,Strata,6801600,41985,3901,21-MAY-2012,Retail,Freehold,New Sale,03,15,159948,Central Region,Queenstown
CONCORDE SHOPPING CENTRE,317 Outram Road  #02-29 ,28,Strata,440000,15714,1460,22-MAY-2012,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
QUEENSWAY SHOPPING CENTRE,1 Queensway  #01-K60 ,30,Strata,2800000,93333,8671,25-MAY-2012,Retail,Freehold,Resale,03,14,149053,Central Region,Queenstown
QUEENSWAY SHOPPING CENTRE,1 Queensway  #03-01M ,17,Strata,570000,33529,3115,30-AUG-2012,Retail,Freehold,Resale,03,14,149053,Central Region,Queenstown
BLAIR PLAIN CONSERVATION AREA,43 Kampong Bahru Road ,90,Land,2700000,29967,2784,13-SEP-2012,Shop House,Freehold,Resale,03,16,169359,Central Region,Bukit Merah
ALEXIS,354 Alexandra Road  #01-03 ,18,Strata,970000,53889,5006,18-SEP-2012,Retail,Freehold,New Sale,03,15,159948,Central Region,Queenstown
DIMENSIONS BUILDING,23A Kampong Bahru Road ,139,Strata,1668000,12000,1115,24-SEP-2012,Retail,Freehold,Resale,03,16,169349,Central Region,Bukit Merah
N.A.,25A Kampong Bahru Road ,138,Strata,1665000,12065,1121,24-SEP-2012,Retail,Freehold,Resale,03,16,169350,Central Region,Bukit Merah
QUEENSWAY SHOPPING CENTRE,1 Queensway  #01-07 ,35,Strata,2388888,68254,6341,05-OCT-2012,Retail,Freehold,Resale,03,14,149053,Central Region,Queenstown
CONCORDE SHOPPING CENTRE,317 Outram Road  #B1-23 ,32,Strata,520000,16250,1510,17-OCT-2012,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
N.A.,261/261A/261B/261C Outram Road ,212,Land,6600000,31206,2899,25-OCT-2012,Shop House,Freehold,Resale,03,16,169057,Central Region,Bukit Merah
CONCORDE SHOPPING CENTRE,317 Outram Road  #01-49 ,37,Strata,560000,15135,1406,09-NOV-2012,Retail,99 Yrs From 16/06/1980,Resale,03,16,169075,Central Region,Bukit Merah
QUEENSWAY SHOPPING CENTRE,1 Queensway  #03-01D ,20,Strata,658000,32900,3056,15-NOV-2012,Retail,Freehold,Resale,03,14,149053,Central Region,Queenstown
TIONG BAHRU ESTATE,20 Eng Hoon Street ,82,Land,4300000,52184,4848,22-NOV-2012,Shop House,Freehold,Resale,03,16,169770,Central Region,Bukit Merah
QUEENSWAY SHOPPING CENTRE,1 Queensway  #03-01J ,16,Strata,600000,37500,3484,29-NOV-2012,Retail,Freehold,Resale,03,14,149053,Central Region,Queenstown
QUEENSWAY SHOPPING CENTRE,1 Queensway  #02-41A ,11,Strata,500000,45455,4223,01-JAN-2013,Retail,Freehold,Resale,03,14,149053,Central Region,Queenstown
QUEENSWAY SHOPPING CENTRE,1 Queensway  #02-24 ,16,Strata,680000,42500,3948,11-JAN-2013,Retail,Freehold,Resale,03,14,149053,Central Region,Queenstown
ALEXANDRA CENTRAL,321 Alexandra Road  #03-27 ,18,Strata,978308,54350,5049,28-JAN-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #01-10 ,41,Strata,2869000,69976,6501,28-JAN-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #03-21 ,62,Strata,2336000,37677,3500,29-JAN-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #03-02 ,23,Strata,1089000,47348,4399,29-JAN-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #02-43 ,40,Strata,2239000,55975,5200,29-JAN-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #03-28 ,15,Strata,710000,47333,4397,30-JAN-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #01-20 ,15,Strata,1259000,83933,7798,30-JAN-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #02-39 ,15,Strata,888000,59200,5500,31-JAN-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
ALEXANDRA CENTRAL,321 Alexandra Road  #02-40 ,15,Strata,888000,59200,5500,31-JAN-2013,Retail,99 Yrs From 05/03/2012,New Sale,03,15,159971,Central Region,Bukit Merah
