Project Name,Address,Area (sqm),Type of Area,Transacted Price ($),Unit Price ($ psm),Unit Price ($ psf),Contract Date,Property Type,Tenure,Type of Sale,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
N.A.,6 Norris Road ,91,Land,2950000,32311,3002,07-NOV-2019,Shop House,Freehold,Resale,08,20,208250,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,20/20A Cuff Road ,132,Land,3925000,29825,2771,22-NOV-2016,Shop House,Freehold,Resale,08,20,209731,Central Region,Rochor
N.A.,11 Dunlop Street ,83,Land,2625000,31780,2952,30-DEC-2016,Shop House,999 Yrs From 22/05/1876,Resale,08,20,209341,Central Region,Rochor
N.A.,115/117 Owen Road ,315,Land,850000,2700,251,06-JAN-2017,Shop House,99 Yrs From 01/03/1959,Resale,08,21,218923,Central Region,Kallang
SIM LIM TOWER,10 Jalan Besar  #03-30 ,33,Strata,670000,20303,1886,02-MAR-2017,Retail,Freehold,Resale,08,20,208787,Central Region,Rochor
N.A.,14 Foch Road ,140,Land,4680000,33405,3103,02-MAR-2017,Shop House,Freehold,Resale,08,20,209258,Central Region,Kallang
SIM LIM TOWER,10 Jalan Besar  #03-01 ,26,Strata,580000,22308,2072,03-MAR-2017,Retail,Freehold,Resale,08,20,208787,Central Region,Rochor
THE CITRON,1 Marne Road  #01-15 ,47,Strata,996000,21191,1969,08-MAR-2017,Retail,Freehold,New Sale,08,20,208380,Central Region,Kallang
N.A.,444 Serangoon Road ,151,Land,5000000,33025,3068,23-MAR-2017,Shop House,Freehold,Resale,08,21,218136,Central Region,Kallang
ARC 380,380 Jalan Besar  #01-02 ,61,Strata,3153600,51698,4803,27-MAR-2017,Retail,Freehold,New Sale,08,20,209000,Central Region,Kallang
LITTLE INDIA CONSERVATION AREA,19 Dalhousie Lane ,82,Land,3400000,41616,3866,05-APR-2017,Shop House,99 Yrs From 22/11/1993,Resale,08,20,209686,Central Region,Rochor
N.A.,106 Rangoon Road ,115,Strata,1000000,8696,808,10-APR-2017,Shop House,Freehold,Resale,08,21,218388,Central Region,Kallang
JALAN BESAR PLAZA,101 Kitchener Road  #02-16 ,89,Strata,2510000,28202,2620,13-APR-2017,Retail,Freehold,Resale,08,20,208511,Central Region,Kallang
N.A.,120-126/A Rangoon Road ,731,Land,20500000,28028,2604,03-MAY-2017,Shop House,Freehold,Resale,08,21,218398,Central Region,Kallang
THE CITRON,1 Marne Road  #01-27 ,49,Strata,957300,19537,1815,05-MAY-2017,Retail,Freehold,New Sale,08,20,208380,Central Region,Kallang
TYRWHITT 139,139 Tyrwhitt Road  #01-03 ,39,Strata,1140000,29231,2716,08-MAY-2017,Retail,Freehold,Resale,08,20,207557,Central Region,Kallang
JALAN BESAR PLAZA,101 Kitchener Road  #02-43/44/45 ,69,Strata,1588000,23014,2138,08-MAY-2017,Retail,Freehold,Resale,08,20,208511,Central Region,Kallang
LITTLE INDIA CONSERVATION AREA,2 Dalhousie Lane ,161,Land,4000000,24860,2310,11-MAY-2017,Shop House,99 Yrs From 29/03/1994,Resale,08,20,209671,Central Region,Rochor
SIM LIM TOWER,10 Jalan Besar  #B1-37 ,43,Strata,1160000,26977,2506,19-MAY-2017,Retail,Freehold,Resale,08,20,208787,Central Region,Rochor
N.A.,106 Rangoon Road ,115,Strata,1500000,13043,1212,23-MAY-2017,Shop House,Freehold,Resale,08,21,218388,Central Region,Kallang
THE CITRON,1 Marne Road  #01-28 ,47,Strata,971000,20660,1919,01-JUN-2017,Retail,Freehold,New Sale,08,20,208380,Central Region,Kallang
N.A.,66 Buffalo Road ,75,Land,3450000,45939,4268,01-JUN-2017,Shop House,99 Yrs From 29/10/1991,Resale,08,21,219807,Central Region,Rochor
N.A.,114 Jalan Besar ,109,Land,4100000,37615,3494,02-JUN-2017,Shop House,Freehold,Resale,08,20,208834,Central Region,Rochor
THE CITRON,1 Marne Road  #01-37 ,47,Strata,971500,20670,1920,07-JUN-2017,Retail,Freehold,New Sale,08,20,208380,Central Region,Kallang
N.A.,82 Desker Road ,103,Land,2900000,28238,2623,16-JUN-2017,Shop House,Freehold,Resale,08,20,209605,Central Region,Rochor
N.A.,586 Serangoon Road ,137,Land,5475000,39876,3705,22-JUN-2017,Shop House,Freehold,Resale,08,21,218200,Central Region,Kallang
N.A.,359 Jalan Besar ,142,Land,5230000,36831,3422,28-JUN-2017,Shop House,Freehold,Resale,08,20,208992,Central Region,Kallang
SIM LIM TOWER,10 Jalan Besar  #03-23 ,33,Strata,745888,22603,2100,29-JUN-2017,Retail,Freehold,Resale,08,20,208787,Central Region,Rochor
THE CITRON,1 Marne Road  #01-32 ,47,Strata,1000000,21277,1977,29-JUN-2017,Retail,Freehold,New Sale,08,20,208380,Central Region,Kallang
THE CITRON,1 Marne Road  #01-17 ,44,Strata,968000,22000,2044,05-JUL-2017,Retail,Freehold,New Sale,08,20,208380,Central Region,Kallang
THE CITRON,1 Marne Road  #01-31 ,47,Strata,1000000,21277,1977,12-JUL-2017,Retail,Freehold,New Sale,08,20,208380,Central Region,Kallang
N.A.,172 Serangoon Road ,94,Land,6300000,67236,6246,19-JUL-2017,Shop House,Freehold,Resale,08,21,218053,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,97/97A Serangoon Road ,112,Land,5933933,52887,4913,01-AUG-2017,Shop House,99 Yrs From 07/03/1995,Resale,08,21,218002,Central Region,Rochor
N.A.,515 Serangoon Road ,161,Land,4400000,27329,2539,29-AUG-2017,Shop House,Freehold,Resale,08,21,218155,Central Region,Kallang
LITTLE INDIA CONSERVATION AREA,10 Madras Street ,152,Land,3500000,23041,2141,07-SEP-2017,Shop House,99 Yrs From 04/07/1994,Resale,08,20,208410,Central Region,Rochor
SIM LIM TOWER,10 Jalan Besar  #03-15 ,29,Strata,720000,24828,2307,12-SEP-2017,Retail,Freehold,Resale,08,20,208787,Central Region,Rochor
THE CITRON,1 Marne Road  #01-30 ,47,Strata,1103400,23477,2181,15-SEP-2017,Retail,Freehold,New Sale,08,20,208380,Central Region,Kallang
N.A.,16 Cuff Road ,129,Land,3000000,23274,2162,16-SEP-2017,Shop House,Freehold,Resale,08,20,209727,Central Region,Rochor
N.A.,55 Dickson Road ,126,Land,2800000,22258,2068,19-SEP-2017,Shop House,999 Yrs From 01/08/1859,Resale,08,20,209526,Central Region,Rochor
N.A.,454 Race Course Road ,127,Land,3200000,25237,2345,13-OCT-2017,Shop House,Freehold,Resale,08,21,218697,Central Region,Kallang
N.A.,240 Serangoon Road ,87,Land,4900000,56064,5208,30-OCT-2017,Shop House,Freehold,Resale,08,21,218086,Central Region,Rochor
N.A.,151 Jalan Besar ,120,Land,3660000,30449,2829,07-NOV-2017,Shop House,999 Yrs From 15/08/1924,Resale,08,20,208869,Central Region,Rochor
N.A.,119 Desker Road ,96,Land,3000000,31414,2918,10-NOV-2017,Shop House,Freehold,Resale,08,20,209638,Central Region,Rochor
N.A.,5/7 Lembu Road  ,238,Land,10300000,43368,4029,14-NOV-2017,Shop House,Freehold,Resale,08,20,208444,Central Region,Rochor
ARC 380,380 Jalan Besar  #01-01 ,68,Strata,3623400,53285,4950,20-NOV-2017,Retail,Freehold,New Sale,08,20,209000,Central Region,Kallang
LITTLE INDIA CONSERVATION AREA,15 Dalhousie Lane ,86,Land,2450000,28488,2647,21-NOV-2017,Shop House,99 Yrs From 16/11/1993,Resale,08,20,209684,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,61 Jalan Besar ,103,Land,3868000,37444,3479,23-NOV-2017,Shop House,Freehold,Resale,08,20,208811,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,16 Veerasamy Road ,202,Land,8500000,42079,3909,27-NOV-2017,Shop House,Freehold,Resale,08,20,207324,Central Region,Rochor
DESKER ROAD CONSERVATION AREA,78 Desker Road ,122,Land,3028000,24881,2311,29-NOV-2017,Shop House,Freehold,Resale,08,20,209601,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,38/38A Race Course Road ,119,Land,4800000,40268,3741,30-NOV-2017,Shop House,Freehold,Resale,08,21,218555,Central Region,Rochor
DESKER ROAD CONSERVATION AREA,45 Sam Leong Road ,143,Land,4950000,34640,3218,01-DEC-2017,Shop House,Freehold,Resale,08,20,207935,Central Region,Kallang
N.A.,22 Roberts Lane ,104,Land,3000000,28791,2675,06-DEC-2017,Shop House,Freehold,Resale,08,21,218301,Central Region,Rochor
N.A.,22/22A/22B Sam Leong Road ,124,Land,4550000,36694,3409,14-DEC-2017,Shop House,999 Yrs From 01/01/1919,Resale,08,20,207913,Central Region,Kallang
N.A.,452/452A/452B/452C Serangoon Road ,720,Strata,13000000,18053,1677,05-JAN-2018,Shop House,Freehold,Resale,08,21,218140,Central Region,Kallang
SIM LIM TOWER,10 Jalan Besar  #03-42 ,52,Strata,1000000,19231,1787,11-JAN-2018,Retail,Freehold,Resale,08,20,208787,Central Region,Rochor
N.A.,35/35B Birch Road ,194,Strata,3650000,18814,1748,12-JAN-2018,Shop House,Freehold,Resale,08,21,219895,Central Region,Rochor
N.A.,144/146/148/92/94 Rangoon Road/Sing Avenue ,639,Land,20000000,31294,2907,16-JAN-2018,Shop House,Freehold,Resale,08,21,218421,Central Region,Kallang
N.A.,450 Serangoon Road ,142,Land,5520000,39011,3624,16-JAN-2018,Shop House,Freehold,Resale,08,21,218139,Central Region,Kallang
N.A.,51 Jalan Besar ,106,Land,4170000,39266,3648,26-FEB-2018,Shop House,999 Yrs From 01/08/1859,Resale,08,20,208806,Central Region,Rochor
N.A.,22 Desker Road ,99,Land,3300000,33469,3109,27-FEB-2018,Shop House,Freehold,Resale,08,20,209558,Central Region,Rochor
SIM LIM TOWER,10 Jalan Besar  #B1-30 ,31,Strata,666168,21489,1996,06-MAR-2018,Retail,Freehold,Resale,08,20,208787,Central Region,Rochor
N.A.,40 Clive Street ,88,Land,2750000,31144,2893,09-MAR-2018,Shop House,Freehold,Resale,08,20,209784,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,129 Jalan Besar ,82,Land,2800000,34063,3165,12-MAR-2018,Shop House,Freehold,Resale,08,20,208847,Central Region,Rochor
ARC 380,380 Jalan Besar  #01-04 ,30,Strata,1420000,47333,4397,12-MAR-2018,Retail,Freehold,New Sale,08,20,209000,Central Region,Kallang
N.A.,3 Dunlop Street ,83,Land,3260000,39515,3671,16-MAR-2018,Shop House,999 Yrs From 15/10/1859,Resale,08,20,209333,Central Region,Rochor
CENTRIUM SQUARE,320 Serangoon Road  #02-13 ,31,Strata,1357300,43784,4068,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #02-16 ,25,Strata,1039900,41596,3864,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #01-16 ,15,Strata,1006400,67093,6233,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #01-26 ,126,Strata,7546600,59894,5564,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #01-05 ,71,Strata,4866300,68539,6367,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #01-01 ,71,Strata,5375000,75704,7033,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #01-06 ,35,Strata,2472700,70649,6563,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #02-18 ,20,Strata,832300,41615,3866,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #02-12 ,32,Strata,1401100,43784,4068,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #02-01 ,95,Strata,4036800,42493,3948,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #02-11 ,37,Strata,1620800,43805,4070,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #01-19 ,18,Strata,1207500,67083,6232,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #01-09 ,35,Strata,2472700,70649,6563,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #02-21 ,18,Strata,748500,41583,3863,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #01-04 ,35,Strata,2472700,70649,6563,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #01-03 ,38,Strata,2685000,70658,6564,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #02-14 ,537,Strata,19998800,37242,3460,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #02-17 ,20,Strata,832300,41615,3866,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #01-17 ,23,Strata,1543500,67109,6235,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #01-08 ,71,Strata,4866300,68539,6367,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #02-07 ,26,Strata,1138600,43792,4068,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #01-22 ,14,Strata,939300,67093,6233,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #01-20 ,20,Strata,1342500,67125,6236,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #01-11 ,49,Strata,3462300,70659,6564,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #02-08 ,51,Strata,2167300,42496,3948,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #02-04 ,26,Strata,1138600,43792,4068,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #01-25 ,29,Strata,1844300,63597,5908,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #01-07 ,35,Strata,2472700,70649,6563,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #02-10 ,26,Strata,1138600,43792,4068,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #01-14 ,16,Strata,1073400,67088,6233,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #02-22 ,17,Strata,707500,41618,3866,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #02-19 ,21,Strata,873200,41581,3863,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #02-09 ,26,Strata,1138600,43792,4068,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #01-23 ,36,Strata,2289300,63592,5908,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #01-12 ,334,Strata,20062100,60066,5580,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #01-21 ,34,Strata,2161700,63579,5907,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #02-06 ,26,Strata,1138600,43792,4068,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #01-15 ,15,Strata,1006400,67093,6233,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #02-05 ,51,Strata,2167300,42496,3948,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #02-23 ,16,Strata,665600,41600,3865,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #01-18 ,24,Strata,1610600,67108,6235,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #01-10 ,61,Strata,4181100,68543,6368,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #01-02 ,50,Strata,3779800,75596,7023,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #01-24 ,29,Strata,1844300,63597,5908,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #02-20 ,21,Strata,873200,41581,3863,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #02-03 ,26,Strata,1138600,43792,4068,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #02-02 ,50,Strata,2124500,42490,3947,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #02-15 ,27,Strata,1064100,39411,3661,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
CENTRIUM SQUARE,320 Serangoon Road  #01-13 ,16,Strata,1073400,67088,6233,16-JUN-2016,Retail,Freehold,New Sale,08,21,218108,Central Region,Kallang
SIM LIM TOWER,10 Jalan Besar  #B1-19 ,34,Strata,950000,27941,2596,27-JUN-2016,Retail,Freehold,Resale,08,20,208787,Central Region,Rochor
RACE COURSE RD/OWEN RD CON AREA,398 Race Course Road ,153,Land,3000000,19659,1826,27-JUN-2016,Shop House,Freehold,Resale,08,21,218651,Central Region,Kallang
SIM LIM TOWER,10 Jalan Besar  #B1-20 ,32,Strata,950000,29688,2758,27-JUN-2016,Retail,Freehold,Resale,08,20,208787,Central Region,Rochor
N.A.,87 Owen Road ,150,Land,750000,4993,464,29-JUN-2016,Shop House,99 Yrs From 01/01/1949,Resale,08,21,218900,Central Region,Kallang
LITTLE INDIA CONSERVATION AREA,13 Norris Road ,183,Land,4250000,23173,2153,14-JUL-2016,Shop House,Freehold,Resale,08,20,208255,Central Region,Rochor
DESKER ROAD CONSERVATION AREA,5 Rowell Road ,109,Land,2500000,23041,2141,22-JUL-2016,Shop House,Freehold,Resale,08,20,207963,Central Region,Rochor
N.A.,22 Desker Road ,99,Land,4000000,40568,3769,29-JUL-2016,Shop House,Freehold,Resale,08,20,209558,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,101 Serangoon Road ,113,Land,4800000,42667,3964,23-AUG-2016,Shop House,99 Yrs From 04/03/1995,Resale,08,21,218006,Central Region,Rochor
N.A.,17 Norris Road ,160,Land,3730000,23283,2163,25-AUG-2016,Shop House,Freehold,Resale,08,20,208259,Central Region,Rochor
THE CITRON,1 Marne Road  #01-29 ,47,Strata,1020000,21702,2016,30-AUG-2016,Retail,Freehold,New Sale,08,20,208380,Central Region,Kallang
THE CITRON,1 Marne Road  #01-20 ,44,Strata,1047000,23795,2211,14-SEP-2016,Retail,Freehold,New Sale,08,20,208380,Central Region,Kallang
DESKER ROAD CONSERVATION AREA,89 Desker Road ,113,Land,3550000,31333,2911,15-SEP-2016,Shop House,Freehold,Resale,08,20,209611,Central Region,Rochor
N.A.,4 Norris Road ,90,Land,2810000,31084,2888,19-SEP-2016,Shop House,Freehold,Resale,08,20,208249,Central Region,Rochor
N.A.,486 Serangoon Road ,195,Land,5800000,29789,2768,06-OCT-2016,Shop House,Freehold,Resale,08,21,218151,Central Region,Kallang
N.A.,65 Jalan Besar ,105,Land,4550000,43292,4022,11-NOV-2016,Shop House,Freehold,Resale,08,20,208813,Central Region,Rochor
THE CITRON,1 Marne Road  #01-06 ,53,Strata,1416600,26728,2483,22-AUG-2014,Retail,Freehold,New Sale,08,20,208380,Central Region,Kallang
THE CITRON,1 Marne Road  #01-05 ,49,Strata,1315400,26845,2494,22-AUG-2014,Retail,Freehold,New Sale,08,20,208380,Central Region,Kallang
THE CITRON,1 Marne Road  #01-02 ,49,Strata,1260000,25714,2389,25-AUG-2014,Retail,Freehold,New Sale,08,20,208380,Central Region,Kallang
TRIO,11 Sam Leong Road  #01-04 ,26,Strata,1229000,47269,4391,25-AUG-2014,Retail,Freehold,New Sale,08,20,207903,Central Region,Kallang
TRIO,11 Sam Leong Road  #01-05 ,25,Strata,1181000,47240,4389,25-AUG-2014,Retail,Freehold,New Sale,08,20,207903,Central Region,Kallang
N.A.,21 Jalan Besar ,128,Land,5200000,40562,3768,26-AUG-2014,Shop House,999 Yrs From 11/02/1873,Resale,08,20,208793,Central Region,Rochor
N.A.,571 Serangoon Road ,117,Land,3700000,31651,2940,28-AUG-2014,Shop House,Freehold,Resale,08,21,218186,Central Region,Kallang
LITTLE INDIA CONSERVATION AREA,16 Buffalo Road ,88,Land,4650000,52721,4898,02-SEP-2014,Shop House,99 Yrs From 21/05/1993,Resale,08,21,219787,Central Region,Rochor
THE CITRON,1 Marne Road  #01-01 ,48,Strata,1264800,26350,2448,04-SEP-2014,Retail,Freehold,New Sale,08,20,208380,Central Region,Kallang
THE CITRON,1 Marne Road  #01-35 ,47,Strata,1043000,22191,2062,04-SEP-2014,Retail,Freehold,New Sale,08,20,208380,Central Region,Kallang
THE CITRON,1 Marne Road  #01-24 ,40,Strata,870000,21750,2021,08-SEP-2014,Retail,Freehold,New Sale,08,20,208380,Central Region,Kallang
LITTLE INDIA CONSERVATION AREA,6/7 Perak Road ,267,Land,9000000,33758,3136,08-SEP-2014,Shop House,99 Yrs From 23/03/1994,Resale,08,20,208127,Central Region,Rochor
THE CITRON,1 Marne Road  #01-26 ,43,Strata,891300,20728,1926,10-SEP-2014,Retail,Freehold,New Sale,08,20,208380,Central Region,Kallang
THE CITRON,1 Marne Road  #01-10 ,53,Strata,1388000,26189,2433,11-SEP-2014,Retail,Freehold,New Sale,08,20,208380,Central Region,Kallang
PARC SOMME,62 Somme Road  #01-03 ,35,Strata,780000,22286,2070,15-SEP-2014,Retail,99 Yrs From 06/05/2008,Resale,08,20,207877,Central Region,Kallang
TRIO,11 Sam Leong Road  #01-13 ,24,Strata,925000,38542,3581,26-SEP-2014,Retail,Freehold,New Sale,08,20,207903,Central Region,Kallang
N.A.,54 Buffalo Road ,72,Land,3510000,48886,4542,30-SEP-2014,Shop House,99 Yrs From 29/10/1991,Resale,08,21,219801,Central Region,Rochor
DESKER ROAD CONSERVATION AREA,71 Rowell Road ,104,Land,4138000,39942,3711,08-OCT-2014,Shop House,Freehold,Resale,08,20,208009,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,20 Kerbau Road ,120,Land,4350000,36190,3362,21-NOV-2014,Shop House,99 Yrs From 07/03/1995,Resale,08,21,219159,Central Region,Rochor
N.A.,282 Jalan Besar ,133,Land,5500000,41260,3833,05-DEC-2014,Shop House,999 Yrs From 08/04/1919,Resale,08,20,208945,Central Region,Kallang
N.A.,2/4/6 Dunlop Street ,235,Land,7500000,31942,2967,08-DEC-2014,Shop House,999 Yrs From 15/10/1859,Resale,08,20,209336,Central Region,Rochor
N.A.,206 Jalan Besar ,138,Land,4100000,29667,2756,08-DEC-2014,Shop House,999 Yrs From 23/06/1919,Resale,08,20,208892,Central Region,Kallang
THE CITRON,1 Marne Road  #01-03 ,49,Strata,1313400,26804,2490,18-DEC-2014,Retail,Freehold,New Sale,08,20,208380,Central Region,Kallang
SIM LIM TOWER,10 Jalan Besar  #01-02 ,102,Strata,3030000,29706,2760,19-DEC-2014,Retail,Freehold,Resale,08,20,208787,Central Region,Rochor
LITTLE INDIA CONSERVATION AREA,11 Veerasamy Road ,83,Land,3800000,46005,4274,23-DEC-2014,Shop House,Freehold,Resale,08,20,207319,Central Region,Rochor
N.A.,8 Dunlop Street ,76,Land,3300000,43651,4055,29-DEC-2014,Shop House,999 Yrs From 15/10/1859,Resale,08,20,209338,Central Region,Rochor
THE CITRON,1 Marne Road  #01-04 ,49,Strata,1368100,27920,2594,09-JAN-2015,Retail,Freehold,New Sale,08,20,208380,Central Region,Kallang
N.A.,87/87A Desker Road ,114,Land,3300000,29049,2699,05-FEB-2015,Shop House,99 Yrs From 20/01/1995,Resale,08,20,209609,Central Region,Rochor
N.A.,610/610A Serangoon Road ,138,Land,3300000,23913,2222,10-FEB-2015,Shop House,Freehold,Resale,08,21,218216,Central Region,Kallang
