Project Name,Address,Area (sqm),Type of Area,Transacted Price ($),Unit Price ($ psm),Unit Price ($ psf),Contract Date,Property Type,Tenure,Type of Sale,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
SUITES AT BUKIT TIMAH,68 Jalan Jurong Kechil  #01-39 ,10,Strata,540000,54000,5017,15-DEC-2011,Retail,Freehold,New Sale,21,59,596180,Central Region,Bukit Timah
SUITES AT BUKIT TIMAH,68 Jalan Jurong Kechil  #01-17 ,9,Strata,485000,53889,5006,15-DEC-2011,Retail,Freehold,New Sale,21,59,596180,Central Region,Bukit Timah
SUITES AT BUKIT TIMAH,68 Jalan Jurong Kechil  #01-35 ,8,Strata,426000,53250,4947,15-DEC-2011,Retail,Freehold,New Sale,21,59,596180,Central Region,Bukit Timah
SUITES AT BUKIT TIMAH,68 Jalan Jurong Kechil  #01-32 ,8,Strata,420000,52500,4877,15-DEC-2011,Retail,Freehold,New Sale,21,59,596180,Central Region,Bukit Timah
SUITES AT BUKIT TIMAH,68 Jalan Jurong Kechil  #01-34 ,8,Strata,426000,53250,4947,15-DEC-2011,Retail,Freehold,New Sale,21,59,596180,Central Region,Bukit Timah
SUITES AT BUKIT TIMAH,68 Jalan Jurong Kechil  #01-37 ,10,Strata,529200,52920,4916,29-DEC-2011,Retail,Freehold,New Sale,21,59,596180,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #B1-33 ,27,Strata,720000,26667,2477,09-JAN-2012,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
SUITES AT BUKIT TIMAH,68 Jalan Jurong Kechil  #01-22 ,6,Strata,320000,53333,4955,12-JAN-2012,Retail,Freehold,New Sale,21,59,596180,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #03-20 ,17,Strata,398000,23412,2175,26-JAN-2012,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #02-41 ,13,Strata,360000,27692,2573,27-JAN-2012,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
SUITES AT BUKIT TIMAH,68 Jalan Jurong Kechil  #01-38 ,10,Strata,525000,52500,4877,14-FEB-2012,Retail,Freehold,New Sale,21,59,596180,Central Region,Bukit Timah
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #02-09A ,19,Strata,680000,35789,3325,21-FEB-2012,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
MAYFAIR PARK,5 Jalan Bingka ,102,Strata,730000,7157,665,09-MAR-2012,Shop House,98 Yrs From 28/03/1952,Resale,21,58,588899,Central Region,Bukit Timah
BINJAI PARK,23 Binjai Park ,121,Strata,3000000,24793,2303,14-MAR-2012,Shop House,999 Yrs From 01/06/1875,Resale,21,58,589828,Central Region,Bukit Timah
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #03-K3/K4/K9/K10 ,45,Strata,880000,19556,1817,10-NOV-2010,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #02-15 ,47,Strata,1030000,21915,2036,30-NOV-2010,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #03-39 ,40,Strata,570000,14250,1324,14-DEC-2010,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
ENG KONG PARK,35 Eng Kong Terrace ,142,Land,1473800,10394,966,15-DEC-2010,Shop House,Freehold,Resale,21,59,599008,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #02-58 ,17,Strata,525000,30882,2869,03-JAN-2011,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #02-K25 ,15,Strata,480000,32000,2973,10-JAN-2011,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
BEAUTY WORLD PLAZA,140 Upper Bukit Timah Road  #02-10 ,31,Strata,629000,20290,1885,19-JAN-2011,Retail,999 Yrs From 07/06/1884,Resale,21,58,588176,Central Region,Bukit Timah
PANDAN VALLEY,2 Pandan Valley  #01-213 ,152,Strata,1850000,12171,1131,20-JAN-2011,Retail,Freehold,Resale,21,59,597626,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #02-50 ,36,Strata,830000,23056,2142,18-FEB-2011,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #02-76 ,14,Strata,391888,27992,2601,07-MAR-2011,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #02-60 ,17,Strata,450000,26471,2459,08-MAR-2011,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #B1-09 ,39,Strata,700000,17949,1667,25-MAR-2011,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
N.A.,16/16A Chun Tin Road ,206,Land,5200000,25194,2341,04-APR-2011,Shop House,Freehold,Resale,21,59,599603,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #01-31 ,18,Strata,690000,38333,3561,12-APR-2011,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #01-32 ,22,Strata,750000,34091,3167,15-APR-2011,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #01-42 ,65,Strata,1750000,26923,2501,15-APR-2011,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #02-34 ,12,Strata,300000,25000,2323,15-APR-2011,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #02-26 ,18,Strata,504000,28000,2601,20-APR-2011,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #01-33 ,20,Strata,610000,30500,2834,20-APR-2011,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #02-12 ,15,Strata,250000,16667,1548,21-APR-2011,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
BEAUTY WORLD PLAZA,140 Upper Bukit Timah Road  #03-10 ,27,Strata,650000,24074,2237,04-MAY-2011,Retail,999 Yrs From 07/06/1884,Resale,21,58,588176,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #05-24 ,15,Strata,325000,21667,2013,05-MAY-2011,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
MAYFAIR PARK,1 Jalan Bingka ,100,Strata,800000,8000,743,18-MAY-2011,Shop House,98 Yrs From 28/03/1952,Resale,21,58,588893,Central Region,Bukit Timah
ENG KONG PARK,21/21A Eng Kong Terrace ,216,Land,3000000,13876,1289,20-MAY-2011,Shop House,Freehold,Resale,21,59,598993,Central Region,Bukit Timah
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #01-29/30/31 ,130,Strata,3000000,23077,2144,24-MAY-2011,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
CLEMENTI ARCADE,41 Sunset Way  #02-01/02/03/04 ,859,Strata,7943926,9248,859,01-JUN-2011,Retail,Freehold,Resale,21,59,597071,West Region,Clementi
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #04-15 ,69,Strata,1200000,17391,1616,02-JUN-2011,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #05-26 ,30,Strata,550000,18333,1703,03-JUN-2011,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
THE RAINTREE,95 Bukit Drive  #01-31 ,45,Strata,370000,8222,764,03-JUN-2011,Retail,99 Yrs From 01/03/2003,Resale,21,58,587843,West Region,Bukit Panjang
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #02-74 ,21,Strata,560000,26667,2477,06-JUN-2011,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #05-29 ,17,Strata,360000,21176,1967,09-JUN-2011,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #04-40 ,26,Strata,510000,19615,1822,14-JUN-2011,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #04-39 ,26,Strata,510000,19615,1822,14-JUN-2011,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
THE RAINTREE,95 Bukit Drive  #01-32 ,40,Strata,400000,10000,929,17-JUN-2011,Retail,99 Yrs From 01/03/2003,Resale,21,58,587843,West Region,Bukit Panjang
ENG KONG PARK,3/3A Eng Kong Terrace ,142,Land,1680000,11864,1102,20-JAN-2010,Shop House,Freehold,Resale,21,59,598975,Central Region,Bukit Timah
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #02-31 ,63,Strata,830000,13175,1224,29-JAN-2010,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #02-K38 ,17,Strata,350000,20588,1913,05-FEB-2010,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #02-24 ,490,Strata,3700000,7551,702,10-FEB-2010,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #04-10/11 ,79,Strata,760000,9620,894,08-MAR-2010,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #02-24A ,114,Strata,1028000,9018,838,12-MAR-2010,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
SUN COURT,21 Lorong Kilat  #01-04 ,138,Strata,1590000,11522,1070,22-MAR-2010,Retail,Freehold,Resale,21,59,598123,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #03-51 ,19,Strata,345000,18158,1687,26-MAR-2010,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
KILAT 19,19 Lorong Kilat  #01-06 ,157,Strata,1600000,10191,947,29-MAR-2010,Retail,Freehold,Resale,21,59,598120,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #B1-15 ,29,Strata,555000,19138,1778,29-MAR-2010,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #B1-47 ,143,Strata,1640000,11469,1065,01-APR-2010,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #03-31 ,45,Strata,538000,11956,1111,12-APR-2010,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #02-71 ,21,Strata,428000,20381,1893,12-APR-2010,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
BINJAI PARK,23 Binjai Park ,121,Strata,1600000,13223,1228,13-APR-2010,Shop House,999 Yrs From 01/06/1875,Resale,21,58,589828,Central Region,Bukit Timah
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #B1-17 ,44,Strata,610000,13864,1288,21-APR-2010,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #02-06 ,132,Strata,1932000,14636,1360,23-APR-2010,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #B1-14 ,25,Strata,498000,19920,1851,23-APR-2010,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #03-K16 ,9,Strata,165001,18333,1703,26-APR-2010,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #03-01 ,40,Strata,700000,17500,1626,27-APR-2010,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #04-12 ,112,Strata,1025000,9152,850,07-MAY-2010,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #B2-07 ,141,Strata,2130000,15106,1403,18-JUN-2010,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #02-64 ,31,Strata,420000,13548,1259,16-AUG-2010,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #B1-13 ,57,Strata,960000,16842,1565,23-AUG-2010,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #03-39 ,22,Strata,372000,16909,1571,25-AUG-2010,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #02-21 ,28,Strata,795000,28393,2638,26-AUG-2010,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #02-16 ,38,Strata,705000,18553,1724,14-SEP-2010,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #B1-51 ,30,Strata,570000,19000,1765,15-SEP-2010,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #02-74 ,21,Strata,408000,19429,1805,16-SEP-2010,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #B1-K69 ,14,Strata,200000,14286,1327,21-SEP-2010,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #03-59 ,19,Strata,350000,18421,1711,27-SEP-2010,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
N.A.,6/6A Cheong Chin Nam Road ,197,Land,4000000,20305,1886,01-OCT-2010,Shop House,Freehold,Resale,21,59,599731,Central Region,Bukit Timah
CLEMENTI ARCADE,41 Sunset Way  #01-06 ,51,Strata,500000,9804,911,04-OCT-2010,Retail,Freehold,Resale,21,59,597071,West Region,Clementi
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #B2-08 ,62,Strata,1330000,21452,1993,14-OCT-2010,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #04-16/17 ,82,Strata,1188000,14488,1346,18-OCT-2010,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #02-09 ,14,Strata,320000,22857,2123,20-OCT-2010,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #01-11 ,39,Strata,700000,17949,1667,21-OCT-2010,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #02-71 ,21,Strata,505000,24048,2234,27-OCT-2010,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
BEAUTY WORLD CENTRE,144 Upper Bukit Timah Road  #02-04 ,44,Strata,1000000,22727,2111,28-OCT-2010,Retail,99 Yrs From 18/09/1979,Resale,21,58,588177,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #02-14/15 ,30,Strata,735000,24500,2276,28-OCT-2010,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
BUKIT TIMAH PLAZA,1 Jalan Anak Bukit  #B1-44 ,28,Strata,560000,20000,1858,04-NOV-2010,Retail,99 Yrs From 30/08/1976,Resale,21,58,588996,Central Region,Bukit Timah
BUKIT TIMAH SHOPPING CENTRE,170 Upper Bukit Timah Road  #03-01 ,40,Strata,810000,20250,1881,09-NOV-2010,Retail,999 Yrs From 17/12/1883,Resale,21,58,588179,Central Region,Bukit Timah
VISION EXCHANGE,2 Venture Drive  #01-20 ,69,Strata,4176000,60522,5623,22-AUG-2016,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-33 ,54,Strata,2615000,48426,4499,30-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
JURONG POINT,1 Jurong West Central 2  #B1-17/18 ,152,Strata,9700000,63816,5929,06-APR-2017,Retail,99 Yrs From 01/12/1993,Resale,22,64,648886,West Region,Jurong West
JURONG POINT,63 Jurong West Central 3  #03-84 ,11,Strata,670000,60909,5659,06-APR-2017,Retail,99 Yrs From 21/06/2006,Resale,22,64,648331,West Region,Jurong West
JURONG POINT ,1 Jurong West Central 2  #03-K3/07/16/40/41 ETC ,36830,Strata,1124780000,30540,2837,06-APR-2017,Retail,99 Yrs From 01/12/1993,Resale,22,64,648886,West Region,Jurong West
JURONG POINT,1 Jurong West Central 2  #B1-12/13 ,199,Strata,10900000,54774,5089,06-APR-2017,Retail,99 Yrs From 01/12/1993,Resale,22,64,648886,West Region,Jurong West
JURONG POINT,63 Jurong West Central 3  #03-84A ,13,Strata,650000,50000,4645,06-APR-2017,Retail,99 Yrs From 21/06/2006,Resale,22,64,648331,West Region,Jurong West
JURONG POINT,63 Jurong West Central 3  #03-68/118/201 ETC ,29159,Strata,1042000000,35735,3320,06-APR-2017,Retail,99 Yrs From 21/06/2006,Resale,22,64,648331,West Region,Jurong West
JURONG POINT,1 Jurong West Central 2  #B1-14/15/16 ,186,Strata,10600000,56989,5294,06-APR-2017,Retail,99 Yrs From 01/12/1993,Resale,22,64,648886,West Region,Jurong West
VISION EXCHANGE,2 Venture Drive  #02-43 ,48,Strata,2325000,48438,4500,16-MAY-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-44 ,50,Strata,2421000,48420,4498,16-MAY-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-34 ,51,Strata,2470000,48431,4499,02-JUN-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-41 ,53,Strata,2661000,50208,4664,15-SEP-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-47 ,53,Strata,2679000,50547,4696,15-SEP-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #01-22 ,60,Strata,3627000,60450,5616,23-SEP-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #01-21 ,57,Strata,3445000,60439,5615,23-SEP-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-32 ,56,Strata,2811000,50196,4663,25-SEP-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-30 ,95,Strata,4150000,43684,4058,10-NOV-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-31 ,77,Strata,3781000,49104,4562,05-JUN-2015,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #01-24 ,48,Strata,3070000,63958,5942,18-JUN-2015,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-35 ,48,Strata,2325000,48438,4500,03-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-40 ,51,Strata,2857000,56574,5256,09-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #01-42 ,40,Strata,2325000,58125,5400,10-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-38 ,57,Strata,2760000,48421,4498,10-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #01-45 ,60,Strata,3422000,57033,5299,10-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-39 ,78,Strata,3610000,46282,4300,11-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-14 ,31,Strata,1267000,40871,3797,14-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-51 ,28,Strata,1416000,50571,4698,14-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #01-46 ,52,Strata,3022000,58115,5399,14-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #01-47 ,43,Strata,2591000,60256,5598,15-APR-2014,Retail,99 Yrs From 10/06/2013,Resale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-50 ,34,Strata,1720000,50588,4700,15-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-49 ,37,Strata,1871000,50568,4698,16-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #01-19 ,41,Strata,2471000,60268,5599,16-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-48 ,48,Strata,2376000,49500,4599,16-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #01-38 ,60,Strata,3422000,57033,5299,17-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #01-39 ,55,Strata,3196000,58109,5398,17-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #01-26 ,137,Strata,7904000,57693,5360,21-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-13 ,40,Strata,1550000,38750,3600,21-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #01-16 ,35,Strata,1883000,53800,4998,21-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-36 ,45,Strata,2179000,48422,4499,21-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-37 ,42,Strata,2034000,48429,4499,21-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #01-37 ,60,Strata,3422000,57033,5299,22-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-45 ,34,Strata,1720000,50588,4700,23-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
VISION EXCHANGE,2 Venture Drive  #02-46 ,54,Strata,2673000,49500,4599,29-APR-2014,Retail,99 Yrs From 10/06/2013,New Sale,22,60,608526,West Region,Jurong East
LAKEVILLE,13 Jurong Lake Link  #01-48 ,25,Strata,726300,29052,2699,29-APR-2014,Retail,99 Yrs From 30/04/2013,New Sale,22,64,648156,West Region,Jurong West
LAKEVILLE,13 Jurong Lake Link  #01-47 ,22,Strata,639900,29086,2702,29-APR-2014,Retail,99 Yrs From 30/04/2013,New Sale,22,64,648156,West Region,Jurong West
JURONG POINT,1 Jurong West Central 2/Bukit Timah Road  #B1-09 ETC ,2940,Strata,52080000,17714,1646,01-JAN-2017,Retail,99 Yrs From 01/12/1993,Resale,22,64,648886,West Region,Jurong West
BAMBOO GROVE PARK,7A Chu Lin Road ,100,Strata,930000,9300,864,08-FEB-2018,Shop House,998 Yrs From 12/10/1885,Resale,23,66,669897,West Region,Bukit Batok
HILLVIEW REGENCY,26 Bukit Batok East Avenue 2  #02-03 ,13,Strata,170000,13077,1215,30-SEP-2010,Retail,99 Yrs From 20/06/2000,Resale,23,65,659920,West Region,Bukit Batok
THE RAIL MALL,380/382/384/422 ETC Upper Bukit Timah Road ,9807,Land,63238000,6448,599,30-APR-2018,Shop House,99 Yrs From 18/03/1947,Resale,23,67,678040,West Region,Bukit Panjang
