Project Name,Address,Area (sqm),Type of Area,Transacted Price ($),Unit Price ($ psm),Unit Price ($ psf),Contract Date,Property Type,Tenure,Type of Sale,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
LUCKY PLAZA,304 Orchard Road  #04-08 ,37,Strata,1910000,51622,4796,12-JUL-2018,Retail,Freehold,Resale,09,23,238863,Central Region,Orchard
CONCORDE HOTEL AND SHOPPING MALL,100 Orchard Road  #02-08 ,44,Strata,1800000,40909,3801,18-JUL-2018,Retail,99 Yrs From 17/08/1979,Resale,09,23,238840,Central Region,Orchard
FAR EAST PLAZA,14 Scotts Road  #03-94 ,29,Strata,1988800,68579,6371,19-JUL-2018,Retail,Freehold,Resale,09,22,228213,Central Region,Orchard
ORCHARD PLAZA,150 Orchard Road  #02-15 ,22,Strata,540000,24545,2280,23-JUL-2018,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
8 RODYK,8 Rodyk Street  #01-01/02 ,236,Strata,8800000,37288,3464,24-JUL-2018,Retail,Freehold,Resale,09,23,238216,Central Region,Singapore River
FAR EAST PLAZA,14 Scotts Road  #03-124 ,20,Strata,1180000,59000,5481,25-JUL-2018,Retail,Freehold,Resale,09,22,228213,Central Region,Orchard
FAR EAST PLAZA,14 Scotts Road  #02-51 ,28,Strata,1288000,46000,4274,06-AUG-2018,Retail,Freehold,Resale,09,22,228213,Central Region,Orchard
FAR EAST SHOPPING CENTRE,545 Orchard Road  #05-21 ,26,Strata,890000,34231,3180,10-AUG-2018,Retail,999 Yrs From 30/10/1871,Resale,09,23,238882,Central Region,Orchard
FAR EAST SHOPPING CENTRE,545 Orchard Road  #05-20 ,25,Strata,855000,34200,3177,16-AUG-2018,Retail,999 Yrs From 30/10/1871,Resale,09,23,238882,Central Region,Orchard
CUPPAGE PLAZA,5 Koek Road  #04-09 ,32,Strata,745000,23281,2163,23-AUG-2018,Retail,99 Yrs From 17/08/1979,Resale,09,22,228796,Central Region,Orchard
CUPPAGE PLAZA,5 Koek Road  #04-08 ,38,Strata,745000,19605,1821,23-AUG-2018,Retail,99 Yrs From 17/08/1979,Resale,09,22,228796,Central Region,Orchard
CUPPAGE PLAZA,5 Koek Road  #04-10 ,32,Strata,745000,23281,2163,23-AUG-2018,Retail,99 Yrs From 17/08/1979,Resale,09,22,228796,Central Region,Orchard
CUPPAGE PLAZA,5 Koek Road  #04-11 ,37,Strata,745000,20135,1871,23-AUG-2018,Retail,99 Yrs From 17/08/1979,Resale,09,22,228796,Central Region,Orchard
ORCHARD TOWERS,1 Claymore Drive  #02-18 ,24,Strata,780000,32500,3019,03-SEP-2018,Retail,Freehold,Resale,09,22,229594,Central Region,Orchard
FAR EAST SHOPPING CENTRE,545 Orchard Road  #02-03 ,41,Strata,1650000,40244,3739,06-SEP-2018,Retail,999 Yrs From 30/10/1871,Resale,09,23,238882,Central Region,Orchard
FAR EAST PLAZA,14 Scotts Road  #02-97 ,24,Strata,1320000,55000,5110,23-OCT-2018,Retail,Freehold,Resale,09,22,228213,Central Region,Orchard
MIDPOINT ORCHARD,220 Orchard Road  #01-03 ,28,Strata,1500000,53571,4977,25-OCT-2018,Retail,Freehold,Resale,09,23,238852,Central Region,Orchard
TRIPLEONE SOMERSET,111 Somerset Road  #06-02 ,48,Strata,1296841,27018,2510,27-NOV-2018,Retail,99 Yrs From 19/02/1975,New Sale,09,23,238164,Central Region,Orchard
ORCHARD TOWERS,400 Orchard Road  #03-04 ,30,Strata,1388000,46267,4298,20-DEC-2018,Retail,Freehold,Resale,09,23,238875,Central Region,Orchard
LUCKY PLAZA,304 Orchard Road  #01-53 ,26,Strata,3000000,115385,10719,26-DEC-2018,Retail,Freehold,Resale,09,23,238863,Central Region,Orchard
FAR EAST SHOPPING CENTRE,545 Orchard Road  #03-32 ,24,Strata,1010000,42083,3910,27-DEC-2018,Retail,999 Yrs From 30/10/1871,Resale,09,23,238882,Central Region,Orchard
FAR EAST PLAZA,14 Scotts Road  #02-98 ,27,Strata,1500000,55556,5161,02-JAN-2019,Retail,Freehold,Resale,09,22,228213,Central Region,Orchard
FAR EAST SHOPPING CENTRE,545 Orchard Road  #02-23 ,15,Strata,750000,50000,4645,07-JAN-2019,Retail,999 Yrs From 30/10/1871,Resale,09,23,238882,Central Region,Orchard
FAR EAST SHOPPING CENTRE,545 Orchard Road  #01-04 ,32,Strata,1850000,57813,5371,27-FEB-2019,Retail,999 Yrs From 30/10/1871,Resale,09,23,238882,Central Region,Orchard
THE CENTREPOINT,176 Orchard Road  #04-08/09/10/11 ,343,Strata,10725000,31268,2905,08-MAR-2019,Retail,99 Yrs From 17/08/1979,Resale,09,23,238843,Central Region,Orchard
ORCHARD PLAZA,150 Orchard Road  #02-04 ,25,Strata,868000,34720,3226,11-MAR-2019,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
ORCHARD TOWERS,400 Orchard Road  #04-39 ,26,Strata,950000,36538,3395,12-MAR-2019,Retail,Freehold,Resale,09,23,238875,Central Region,Orchard
MIDPOINT ORCHARD,220 Orchard Road  #02-09 ,28,Strata,1250000,44643,4147,29-MAR-2019,Retail,Freehold,Resale,09,23,238852,Central Region,Orchard
THONG TECK BUILDING,15 Scotts Road  #01-01/02/03/04 ,598,Strata,29350000,49080,4560,09-APR-2019,Retail,Freehold,Resale,09,22,228218,Central Region,Orchard
FAR EAST PLAZA,14 Scotts Road  #02-85 ,32,Strata,2800000,87500,8129,12-APR-2019,Retail,Freehold,Resale,09,22,228213,Central Region,Orchard
FAR EAST PLAZA,14 Scotts Road  #03-28 ,25,Strata,1350000,54000,5017,15-APR-2019,Retail,Freehold,Resale,09,22,228213,Central Region,Orchard
ORCHARD PLAZA,150 Orchard Road  #02-51 ,16,Strata,440000,27500,2555,17-APR-2019,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
FAR EAST PLAZA,14 Scotts Road  #02-106 ,15,Strata,913000,60867,5655,29-APR-2019,Retail,Freehold,Resale,09,22,228213,Central Region,Orchard
FAR EAST SHOPPING CENTRE,545 Orchard Road  #02-07 ,20,Strata,780000,39000,3623,29-APR-2019,Retail,999 Yrs From 30/10/1871,Resale,09,23,238882,Central Region,Orchard
FAR EAST PLAZA,14 Scotts Road  #03-35 ,15,Strata,800000,53333,4955,07-MAY-2019,Retail,Freehold,Resale,09,22,228213,Central Region,Orchard
TRIPLEONE SOMERSET,111 Somerset Road  #06-13 ,86,Strata,2470650,28728,2669,10-MAY-2019,Retail,99 Yrs From 19/02/1975,Resale,09,23,238164,Central Region,Orchard
LUCKY PLAZA,304 Orchard Road  #01-95/96/97 ,145,Strata,11500000,79310,7368,10-MAY-2019,Retail,Freehold,Resale,09,23,238863,Central Region,Orchard
TRIPLEONE SOMERSET,111 Somerset Road  #08-13 ,85,Strata,2522640,29678,2757,10-MAY-2019,Retail,99 Yrs From 19/02/1975,Resale,09,23,238164,Central Region,Orchard
FAR EAST PLAZA,14 Scotts Road  #04-134 ,36,Strata,1800000,50000,4645,15-MAY-2019,Retail,Freehold,Resale,09,22,228213,Central Region,Orchard
FAR EAST PLAZA,14 Scotts Road  #05-08 ,136,Strata,2687720,19763,1836,16-MAY-2019,Retail,Freehold,Resale,09,22,228213,Central Region,Orchard
FAR EAST PLAZA,14 Scotts Road  #05-07 ,36,Strata,711450,19763,1836,16-MAY-2019,Retail,Freehold,Resale,09,22,228213,Central Region,Orchard
ORCHARD TOWERS,400 Orchard Road  #04-01 ,26,Strata,800000,30769,2859,23-MAY-2019,Retail,Freehold,Resale,09,23,238875,Central Region,Orchard
LUCKY PLAZA,304 Orchard Road  #05-51 ,153,Strata,6670350,43597,4050,23-MAY-2019,Retail,Freehold,Resale,09,23,238863,Central Region,Orchard
PEACE CENTRE/MANSIONS,1 Sophia Road  #06-07 ,75,Strata,680006,9067,842,06-JUN-2019,Retail,99 Yrs From 02/06/1970,Resale,09,22,228149,Central Region,Rochor
CONCORDE HOTEL AND SHOPPING MALL,100 Orchard Road  #02-13 ,56,Strata,2227500,39777,3695,12-JUN-2019,Retail,99 Yrs From 17/08/1979,Resale,09,23,238840,Central Region,Orchard
CONCORDE HOTEL AND SHOPPING MALL,100 Orchard Road  #02-14 ,56,Strata,2227500,39777,3695,12-JUN-2019,Retail,99 Yrs From 17/08/1979,Resale,09,23,238840,Central Region,Orchard
N.A.,106 Mackenzie Road ,70,Land,1810000,26043,2419,14-JUN-2019,Shop House,Freehold,Resale,09,22,228706,Central Region,Rochor
FAR EAST PLAZA,14 Scotts Road  #03-60 ,23,Strata,1080000,46957,4362,19-JUN-2019,Retail,Freehold,Resale,09,22,228213,Central Region,Orchard
N.A.,270 River Valley Road ,155,Land,5000000,32237,2995,26-JUN-2019,Shop House,Freehold,Resale,09,23,238314,Central Region,River Valley
FAR EAST PLAZA,14 Scotts Road  #05-77 ,29,Strata,930000,32069,2979,05-JUL-2019,Retail,Freehold,Resale,09,22,228213,Central Region,Orchard
FAR EAST PLAZA,14 Scotts Road  #03-55 ,33,Strata,1795000,54394,5053,12-JUL-2019,Retail,Freehold,Resale,09,22,228213,Central Region,Orchard
N.A.,268 River Valley Road ,136,Land,6000000,44183,4105,30-JUL-2019,Shop House,Freehold,Resale,09,23,238313,Central Region,River Valley
FAR EAST PLAZA,14 Scotts Road  #05-16 ,35,Strata,1100000,31429,2920,07-AUG-2019,Retail,Freehold,Resale,09,22,228213,Central Region,Orchard
DELFI ORCHARD,402 Orchard Road  #01-12 ,41,Strata,2380000,58049,5393,08-AUG-2019,Retail,Freehold,Resale,09,23,238876,Central Region,Orchard
ORCHARD PLAZA,150 Orchard Road  #03-40 ,20,Strata,450000,22500,2090,14-AUG-2019,Retail,99 Yrs From 02/06/1977,Resale,09,23,238841,Central Region,Orchard
313 @ SOMERSET,313 Orchard Road ,7311,Land,1003000000,137183,12745,23-AUG-2019,Retail,99 Yrs From 21/11/2006,Resale,09,23,238895,Central Region,Orchard
LUCKY PLAZA,304 Orchard Road  #B1-125 ,38,Strata,3000000,78947,7334,01-OCT-2019,Retail,Freehold,Resale,09,23,238863,Central Region,Orchard
ORCHARD TOWERS,400 Orchard Road  #03-33 ,15,Strata,805000,53667,4986,03-OCT-2019,Retail,Freehold,Resale,09,23,238875,Central Region,Orchard
N.A.,57 Killiney Road ,105,Land,6050000,57455,5338,24-OCT-2019,Shop House,Freehold,Resale,09,23,239520,Central Region,River Valley
PEACE CENTRE/MANSIONS,1 Sophia Road  #02-08 ,96,Strata,1500000,15625,1452,05-NOV-2019,Retail,99 Yrs From 02/06/1970,Resale,09,22,228149,Central Region,Rochor
LUCKY PLAZA,304 Orchard Road  #01-65 ,47,Strata,8500000,180851,16801,25-NOV-2019,Retail,Freehold,Resale,09,23,238863,Central Region,Orchard
LUCKY PLAZA,304 Orchard Road  #02-77/78 ,74,Strata,9500000,128378,11927,25-NOV-2019,Retail,Freehold,Resale,09,23,238863,Central Region,Orchard
LUCKY PLAZA,304 Orchard Road  #05-44 ,60,Strata,2588000,43133,4007,02-DEC-2019,Retail,Freehold,Resale,09,23,238863,Central Region,Orchard
FAR EAST PLAZA,14 Scotts Road  #03-79 ,31,Strata,1768000,57032,5298,17-DEC-2019,Retail,Freehold,Resale,09,22,228213,Central Region,Orchard
LUCKY PLAZA,304 Orchard Road  #02-99 ,43,Strata,3600000,83721,7778,30-DEC-2019,Retail,Freehold,Resale,09,23,238863,Central Region,Orchard
CORONATION SHOPPING PLAZA,587 Bukit Timah Road  #03-12 ,25,Strata,830000,33200,3084,14-FEB-2012,Retail,Freehold,Resale,10,26,269707,Central Region,Bukit Timah
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #01-49 ,18,Strata,1000000,55556,5161,29-FEB-2012,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
CORONATION SHOPPING PLAZA,587 Bukit Timah Road  #03-42 ,24,Strata,768000,32000,2973,24-OCT-2011,Retail,Freehold,Resale,10,26,269707,Central Region,Bukit Timah
SECOND AVENUE JUNCTION,733 Bukit Timah Road  #01-07 ,81,Strata,1900000,23457,2179,24-OCT-2011,Retail,Freehold,Resale,10,26,269748,Central Region,Bukit Timah
CORONATION SHOPPING PLAZA,587 Bukit Timah Road  #03-05 ,30,Strata,900000,30000,2787,15-DEC-2011,Retail,Freehold,Resale,10,26,269707,Central Region,Bukit Timah
N.A.,619D/619E Bukit Timah Road ,131,Land,4380000,33512,3113,26-JUL-2011,Shop House,Freehold,Resale,10,26,269724,Central Region,Bukit Timah
CORONATION SHOPPING PLAZA,587 Bukit Timah Road  #03-15 ,25,Strata,700000,28000,2601,07-JUN-2011,Retail,Freehold,Resale,10,26,269707,Central Region,Bukit Timah
N.A.,8/8A Sixth Avenue ,228,Land,6600000,28986,2693,23-JUN-2011,Shop House,Freehold,Resale,10,27,276473,Central Region,Bukit Timah
LOFT @ NATHAN,428 River Valley Road  #01-02 ,52,Strata,1948800,37477,3482,01-APR-2011,Retail,Freehold,Sub Sale,10,24,248327,Central Region,Tanglin
N.A.,56/56A Zion Road ,320,Land,7800000,24360,2263,04-APR-2011,Shop House,999 Yrs From 21/06/1877,Resale,10,24,247781,Central Region,Tanglin
CORONATION SHOPPING PLAZA,587 Bukit Timah Road  #03-42 ,24,Strata,648000,27000,2508,14-APR-2011,Retail,Freehold,Resale,10,26,269707,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #02-11 ,31,Strata,1903800,61413,5705,31-JAN-2011,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
N.A.,17C Lorong Liput ,160,Land,7100000,44403,4125,11-FEB-2011,Shop House,Freehold,Resale,10,27,277731,Central Region,Bukit Timah
CORONATION SHOPPING PLAZA,587 Bukit Timah Road  #03-34 ,24,Strata,520000,21667,2013,17-MAR-2011,Retail,Freehold,Resale,10,26,269707,Central Region,Bukit Timah
N.A.,46 Lorong Mambong ,199,Land,9000000,45317,4210,28-MAR-2011,Shop House,Freehold,Resale,10,27,277698,Central Region,Bukit Timah
N.A.,40 Lorong Mambong ,156,Land,7900000,50609,4702,16-DEC-2010,Shop House,Freehold,Resale,10,27,277695,Central Region,Bukit Timah
CORONATION SHOPPING PLAZA,587 Bukit Timah Road  #03-35 ,24,Strata,650000,27083,2516,17-DEC-2010,Retail,Freehold,Resale,10,26,269707,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #02-33 ,270,Strata,13632450,50491,4691,23-DEC-2010,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
LOFT @ NATHAN,428 River Valley Road  #01-07 ,68,Strata,2269200,33371,3100,15-SEP-2010,Retail,Freehold,New Sale,10,24,248327,Central Region,Tanglin
LOFT @ NATHAN,428 River Valley Road  #01-04 ,55,Strata,1800000,32727,3040,16-SEP-2010,Retail,Freehold,New Sale,10,24,248327,Central Region,Tanglin
MING ARCADE,21 Cuscaden Road  #05-06 ,15,Strata,293000,19533,1815,02-OCT-2010,Retail,Freehold,Resale,10,24,249720,Central Region,Orchard
MING ARCADE,21 Cuscaden Road  #05-01/02 ,36,Strata,707000,19639,1824,02-OCT-2010,Retail,Freehold,Resale,10,24,249720,Central Region,Orchard
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #03-40 ,27,Strata,1075331,39827,3700,20-OCT-2010,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #03-41 ,26,Strata,1035482,39826,3700,20-OCT-2010,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
LOFT @ NATHAN,428 River Valley Road  #01-13 ,43,Strata,1451968,33767,3137,03-NOV-2010,Retail,Freehold,New Sale,10,24,248327,Central Region,Tanglin
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #03-42 ,45,Strata,1501578,33368,3100,22-NOV-2010,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #03-48 ,23,Strata,982727,42727,3969,18-JUN-2010,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #03-47 ,21,Strata,897273,42727,3969,18-JUN-2010,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
KING'S ARCADE,559 Bukit Timah Road  #01-03 ,221,Strata,3000000,13575,1261,25-JUL-2010,Retail,Freehold,Resale,10,26,269695,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #03-39 ,24,Strata,1020403,42517,3950,30-JUL-2010,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #03-38 ,33,Strata,1403079,42518,3950,30-JUL-2010,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
N.A.,17C Lorong Liput ,160,Land,6000000,37523,3486,03-AUG-2010,Shop House,Freehold,Resale,10,27,277731,Central Region,Bukit Timah
LOFT @ NATHAN,428 River Valley Road  #01-09 ,59,Strata,1968500,33364,3100,23-AUG-2010,Retail,Freehold,New Sale,10,24,248327,Central Region,Tanglin
N.A.,54/54A Zion Road ,158,Land,3880000,24604,2286,24-AUG-2010,Shop House,999 Yrs From 21/06/1877,Resale,10,24,247779,Central Region,Tanglin
LOFT @ NATHAN,428 River Valley Road  #01-11 ,121,Strata,3906000,32281,2999,24-AUG-2010,Retail,Freehold,New Sale,10,24,248327,Central Region,Tanglin
LOFT @ NATHAN,428 River Valley Road  #01-15 ,25,Strata,968400,38736,3599,24-AUG-2010,Retail,Freehold,New Sale,10,24,248327,Central Region,Tanglin
LOFT @ NATHAN,428 River Valley Road  #01-14 ,34,Strata,1317600,38753,3600,24-AUG-2010,Retail,Freehold,New Sale,10,24,248327,Central Region,Tanglin
LOFT @ NATHAN,428 River Valley Road  #01-01 ,77,Strata,2652800,34452,3201,24-AUG-2010,Retail,Freehold,New Sale,10,24,248327,Central Region,Tanglin
LOFT @ NATHAN,428 River Valley Road  #01-05 ,56,Strata,1869300,33380,3101,27-AUG-2010,Retail,Freehold,New Sale,10,24,248327,Central Region,Tanglin
LOFT @ NATHAN,428 River Valley Road  #01-03 ,51,Strata,1701900,33371,3100,27-AUG-2010,Retail,Freehold,New Sale,10,24,248327,Central Region,Tanglin
LOFT @ NATHAN,428 River Valley Road  #01-12 ,35,Strata,1357200,38777,3602,01-SEP-2010,Retail,Freehold,New Sale,10,24,248327,Central Region,Tanglin
LOFT @ NATHAN,428 River Valley Road  #01-10 ,59,Strata,2032000,34441,3200,02-SEP-2010,Retail,Freehold,New Sale,10,24,248327,Central Region,Tanglin
LOFT @ NATHAN,428 River Valley Road  #01-06 ,52,Strata,1680000,32308,3001,02-SEP-2010,Retail,Freehold,New Sale,10,24,248327,Central Region,Tanglin
LOFT @ NATHAN,428 River Valley Road  #01-08 ,61,Strata,1971000,32311,3002,02-SEP-2010,Retail,Freehold,New Sale,10,24,248327,Central Region,Tanglin
LOFT @ NATHAN,428 River Valley Road  #01-02 ,52,Strata,1736000,33385,3102,06-SEP-2010,Retail,Freehold,New Sale,10,24,248327,Central Region,Tanglin
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #03-05 ,44,Strata,1975000,44886,4170,12-APR-2010,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #03-27 ,42,Strata,1880000,44762,4158,30-APR-2010,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #03-37 ,32,Strata,1500000,46875,4355,31-MAY-2010,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #03-36 ,25,Strata,1150000,46000,4274,31-MAY-2010,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
MING ARCADE,21 Cuscaden Road  #04-05 ,17,Strata,390000,22941,2131,03-JUN-2010,Retail,Freehold,Resale,10,24,249720,Central Region,Orchard
N.A.,24/24A Sixth Avenue ,387,Land,4500000,11622,1080,29-MAR-2010,Shop House,Freehold,Resale,10,27,276481,Central Region,Bukit Timah
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #02-50 ,6,Strata,450000,75000,6968,29-DEC-2014,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
D'LEEDON,19 Leedon Heights  #01-61 ,151,Strata,3234200,21419,1990,29-DEC-2014,Retail,99 Yrs From 08/04/2010,New Sale,10,26,266227,Central Region,Bukit Timah
D'LEEDON,19 Leedon Heights  #01-65 ,127,Strata,2651100,20875,1939,29-DEC-2014,Retail,99 Yrs From 08/04/2010,New Sale,10,26,266227,Central Region,Bukit Timah
D'LEEDON,19 Leedon Heights  #01-66 ,139,Strata,2720800,19574,1818,29-DEC-2014,Retail,99 Yrs From 08/04/2010,New Sale,10,26,266227,Central Region,Bukit Timah
HOLLAND ROAD SHOPPING CENTRE,211 Holland Avenue  #03-46 ,44,Strata,1700000,38636,3589,02-MAR-2015,Retail,Freehold,Resale,10,27,278967,Central Region,Bukit Timah
CORONATION SHOPPING PLAZA,587 Bukit Timah Road  #02-13 ,41,Strata,1750000,42683,3965,11-MAR-2015,Retail,Freehold,Resale,10,26,269707,Central Region,Bukit Timah
CORONATION SHOPPING PLAZA,587 Bukit Timah Road  #03-38 ,24,Strata,1005000,41875,3890,12-MAR-2015,Retail,Freehold,Resale,10,26,269707,Central Region,Bukit Timah
CORONATION SHOPPING PLAZA,587 Bukit Timah Road  #03-36 ,24,Strata,780000,32500,3019,18-MAR-2015,Retail,Freehold,Resale,10,26,269707,Central Region,Bukit Timah
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #03-49 ,8,Strata,600000,75000,6968,01-APR-2015,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
BOTANIC GARDENS VIEW,9 Taman Serasi  #01-09 ,156,Strata,5000000,32051,2978,10-APR-2015,Retail,Freehold,Resale,10,25,257720,Central Region,Tanglin
TANGLIN SHOPPING CENTRE,19 Tanglin Road  #03-38 ,31,Strata,1250000,40323,3746,13-APR-2015,Retail,Freehold,Resale,10,24,247909,Central Region,Orchard
