Project Name,Address,Area (sqm),Type of Area,Transacted Price ($),Unit Price ($ psm),Unit Price ($ psf),Contract Date,Property Type,Tenure,Type of Sale,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
SULTAN PLAZA,100 Jalan Sultan  #04-40 ,29,Strata,430000,14828,1378,20-JAN-2016,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-35 ,42,Strata,1298000,30905,2871,22-JAN-2016,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-17/18 ,126,Strata,6309000,50071,4652,27-JAN-2016,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
SULTAN PLAZA,100 Jalan Sultan  #01-25 ,50,Strata,742000,14840,1379,03-FEB-2016,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
SULTAN PLAZA,100 Jalan Sultan  #01-23 ,70,Strata,1038000,14829,1378,03-FEB-2016,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
BYLANDS BUILDING,135 Middle Road  #01-08 ,36,Strata,540000,15000,1394,01-MAR-2016,Retail,99 Yrs From 02/05/1978,Resale,07,18,188975,Central Region,Rochor
CITY GATE,371 Beach Road  #B1-42 ,40,Strata,1689000,42225,3923,17-MAR-2016,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
SIM LIM SQUARE,1 Rochor Canal Road  #06-22 ,51,Strata,1300000,25490,2368,17-MAR-2016,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
FU LU SHOU COMPLEX,149 Rochor Road  #03-23 ,45,Strata,998000,22178,2060,28-MAR-2016,Retail,99 Yrs From 16/06/1980,Resale,07,18,188425,Central Region,Rochor
KAMPONG GLAM CONSERVATION AREA,62/62A Arab Street ,103,Land,4500000,43817,4071,29-MAR-2016,Shop House,Freehold,Resale,07,19,199759,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #01-30 ,39,Strata,1850000,47436,4407,31-MAR-2016,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
THE BENCOOLEN,180 Bencoolen Street  #01-03 ,39,Strata,2100000,53846,5002,07-APR-2016,Retail,99 Yrs From 24/06/1995,Resale,07,18,189646,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #05-07 ,38,Strata,1420000,37368,3472,14-APR-2016,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
KAMPONG GLAM CONSERVATION AREA,56 Arab Street ,148,Land,2450000,16521,1535,29-APR-2016,Shop House,99 Yrs From 01/10/1941,Resale,07,19,199753,Central Region,Rochor
CITY GATE,371 Beach Road  #01-20 ,36,Strata,1700000,47222,4387,11-MAY-2016,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
FU LU SHOU COMPLEX,149 Rochor Road  #02-17 ,50,Strata,1880000,37600,3493,12-MAY-2016,Retail,99 Yrs From 16/06/1980,Resale,07,18,188425,Central Region,Rochor
CITY GATE,371 Beach Road  #B1-41 ,38,Strata,1185000,31184,2897,24-MAY-2016,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
THE PLAZA,7500A Beach Road  #15-316/317 ,111,Strata,1812500,16329,1517,25-MAY-2016,Retail,99 Yrs From 03/09/1968,Resale,07,19,199591,Central Region,Kallang
N.A.,28/28A/28B Liang Seah Street ,102,Land,7000000,68830,6394,30-MAY-2016,Shop House,999 Yrs From 25/01/1827,Resale,07,18,189049,Central Region,Downtown Core
CITY GATE,371 Beach Road  #B1-19 ,52,Strata,1623000,31212,2900,16-JUN-2016,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
N.A.,7/7A/8 Tan Quee Lan Street  #01-01 ETC ,203,Land,23600000,116142,10790,20-JUN-2016,Shop House,999 Yrs From 25/01/1827,Resale,07,18,188097,Central Region,Downtown Core
TEXTILE CENTRE,200 Jalan Sultan  #01-16 ,64,Strata,830000,12969,1205,21-JUN-2016,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
CITY GATE,371 Beach Road  #01-21 ,33,Strata,1538000,46606,4330,24-JUN-2016,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
THE GOLDEN LANDMARK,390 Victoria Street  #03-50 ,35,Strata,718000,20514,1906,02-AUG-2016,Retail,99 Yrs From 30/04/1981,Resale,07,18,188061,Central Region,Rochor
CITY GATE,371 Beach Road  #02-27 ,58,Strata,2181000,37603,3493,04-AUG-2016,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-36 ,62,Strata,3252000,52452,4873,04-AUG-2016,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
SULTAN PLAZA,100 Jalan Sultan  #05-30 ,17,Strata,290000,17059,1585,19-AUG-2016,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
GOLDEN MILE COMPLEX,5001 Beach Road  #01-02 ,47,Strata,1215000,25851,2402,25-AUG-2016,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
PARKLANE SHOPPING MALL,35 Selegie Road  #03-20 ,19,Strata,336000,17684,1643,26-AUG-2016,Retail,99 Yrs From 01/12/1974,Resale,07,18,188307,Central Region,Rochor
BURLINGTON SQUARE,175 Bencoolen Street  #01-19 ,22,Strata,950000,43182,4012,06-SEP-2016,Retail,99 Yrs From 10/06/1996,Resale,07,18,189649,Central Region,Rochor
FU LU SHOU COMPLEX,149 Rochor Road  #B1-25 ,38,Strata,1500000,39474,3667,06-SEP-2016,Retail,99 Yrs From 16/06/1980,Resale,07,18,188425,Central Region,Rochor
N.A.,26/28 Haji Lane ,116,Land,8638000,74401,6912,28-SEP-2016,Shop House,999 Yrs From 17/03/1828,Resale,07,18,189219,Central Region,Rochor
KAMPONG GLAM CONSERVATION AREA,17 Bali Lane ,69,Land,3800000,55313,5139,03-OCT-2016,Shop House,999 Yrs From 06/06/1833,Resale,07,18,189853,Central Region,Rochor
CITY GATE,371 Beach Road  #01-53 ,59,Strata,2683240,45479,4225,10-OCT-2016,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
FORTUNE CENTRE,190 Middle Road  #02-18 ,50,Strata,1330000,26600,2471,19-OCT-2016,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
HERITAGE PLACE,21 Tan Quee Lan Street  #01-03 ,281,Strata,9180000,32669,3035,21-OCT-2016,Retail,999 Yrs From 25/01/1827,Resale,07,18,188108,Central Region,Downtown Core
CITY GATE,371 Beach Road  #01-48 ,39,Strata,1783600,45733,4249,27-OCT-2016,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-71 ,47,Strata,2046000,43532,4044,08-NOV-2016,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-53 ETC ,81,Strata,3808350,47017,4368,05-DEC-2016,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-54 ,40,Strata,1756000,43900,4078,21-DEC-2016,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
FU LU SHOU COMPLEX,149 Rochor Road  #01-01 ,34,Strata,2050000,60294,5601,23-DEC-2016,Retail,99 Yrs From 16/06/1980,Resale,07,18,188425,Central Region,Rochor
N.A.,7 Jalan Pinang ,96,Strata,2050000,21354,1984,28-DEC-2016,Shop House,Freehold,Resale,07,19,199139,Central Region,Rochor
N.A.,7/7A/8 Tan Quee Lan Street  #01-01 ETC ,203,Land,17500000,86122,8001,30-DEC-2016,Shop House,999 Yrs From 25/01/1827,Resale,07,18,188097,Central Region,Downtown Core
GOLDEN MILE COMPLEX,5001 Beach Road  #03-25 ,51,Strata,400000,7843,729,09-JAN-2017,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
KAMPONG GLAM CONSERVATION AREA,17/17A Haji Lane ,48,Land,3250000,67992,6317,25-JAN-2017,Shop House,999 Yrs From 17/03/1828,Resale,07,18,189210,Central Region,Rochor
N.A.,361/363/365 Beach Road ,252,Land,8000000,31746,2949,14-FEB-2017,Shop House,Freehold,Resale,07,19,199576,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #03-89 ,32,Strata,1880000,58750,5458,16-FEB-2017,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
KAMPONG GLAM CONSERVATION AREA,26 Kandahar Street ,98,Land,4000000,40692,3780,17-FEB-2017,Shop House,Freehold,Resale,07,19,198888,Central Region,Rochor
SULTAN PLAZA,100 Jalan Sultan  #04-31 ,19,Strata,255000,13421,1247,24-FEB-2017,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
TEXTILE CENTRE,200 Jalan Sultan  #03-24 ,98,Strata,950000,9694,901,08-MAR-2017,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
THE BENCOOLEN,180 Bencoolen Street  #01-65 ,24,Strata,1590000,66250,6155,20-MAR-2017,Retail,99 Yrs From 24/06/1995,Resale,07,18,189646,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #03-81 ,32,Strata,1780000,55625,5168,27-MAR-2017,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
GOLDEN MILE COMPLEX,5001 Beach Road  #03-62G ,13,Strata,178000,13692,1272,10-APR-2017,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
FORTUNE CENTRE,190 Middle Road  #04-22 ,39,Strata,800000,20513,1906,17-APR-2017,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
TEXTILE CENTRE,200 Jalan Sultan  #03-28 ,78,Strata,850000,10897,1012,17-APR-2017,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-56 ,37,Strata,1256360,33956,3155,18-APR-2017,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
SIM LIM SQUARE,1 Rochor Canal Road  #03-58 ,28,Strata,760688,27167,2524,21-APR-2017,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
N.A.,17/19/21/23/25 Baghdad Street ,455,Land,18990000,41782,3882,05-MAY-2017,Shop House,Freehold,Resale,07,19,199664,Central Region,Rochor
KAMPONG GLAM CONSERVATION AREA,68 Arab Street ,110,Land,4250000,38531,3580,12-MAY-2017,Shop House,Freehold,Resale,07,19,199765,Central Region,Rochor
CITY GATE,371 Beach Road  #B1-49 ,32,Strata,1367000,42719,3969,22-MAY-2017,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-02 ,61,Strata,2167110,35526,3300,08-DEC-2014,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
KAMPONG GLAM CONSERVATION AREA,14 Jalan Klapa ,131,Land,5535000,42284,3928,15-DEC-2014,Shop House,Freehold,Resale,07,19,199326,Central Region,Rochor
TEXTILE CENTRE,200 Jalan Sultan  #02-19 ,66,Strata,750000,11364,1056,23-DEC-2014,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
N.A.,26/28 Haji Lane ,116,Land,6600000,56848,5281,16-JAN-2015,Shop House,999 Yrs From 17/03/1828,Resale,07,18,189219,Central Region,Rochor
GOLDEN WALL CENTRE,89 Short Street  #02-21 ,33,Strata,628000,19030,1768,21-JAN-2015,Retail,Freehold,Resale,07,18,188216,Central Region,Rochor
SUNSHINE PLAZA,91 Bencoolen Street  #01-15 ,44,Strata,1970000,44773,4159,26-JAN-2015,Retail,99 Yrs From 19/03/1997,Resale,07,18,189652,Central Region,Rochor
TEXTILE CENTRE,200 Jalan Sultan  #03-43 ,90,Strata,1220000,13556,1259,10-FEB-2015,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
FU LU SHOU COMPLEX,149 Rochor Road  #B1-11 ,16,Strata,470000,29375,2729,24-FEB-2015,Retail,99 Yrs From 16/06/1980,Resale,07,18,188425,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #02-27 ,38,Strata,1500000,39474,3667,25-FEB-2015,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
CITY GATE,371 Beach Road  #B1-03 ,64,Strata,2138800,33419,3105,12-MAR-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
SUNSHINE PLAZA,91 Bencoolen Street  #01-10 ,39,Strata,1760000,45128,4193,13-MAR-2015,Retail,99 Yrs From 19/03/1997,Resale,07,18,189652,Central Region,Rochor
N.A.,38 Sultan Gate ,688,Land,20800000,30250,2810,06-APR-2015,Shop House,Freehold,Resale,07,19,198480,Central Region,Rochor
SULTAN PLAZA,100 Jalan Sultan  #02-01/02 ,162,Strata,1610000,9938,923,06-APR-2015,Retail,99 Yrs From 02/05/1978,Resale,07,19,199001,Central Region,Kallang
CITY GATE,371 Beach Road  #02-29 ,57,Strata,2074830,36401,3382,06-APR-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-32 ,41,Strata,1355000,33049,3070,08-APR-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
FU LU SHOU COMPLEX,149 Rochor Road  #03-11 ,45,Strata,1050000,23333,2168,08-APR-2015,Retail,99 Yrs From 16/06/1980,Resale,07,18,188425,Central Region,Rochor
THE PLAZA,7500A Beach Road  #01-301/302 ,138,Strata,2700000,19565,1818,10-Apr-2015,Retail,99 Yrs From 03/09/1968,Resale,07,19,199591,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-33 ,41,Strata,1349000,32902,3057,20-APR-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
FU LU SHOU COMPLEX,149 Rochor Road  #03-01 ,24,Strata,565000,23542,2187,29-APR-2015,Retail,99 Yrs From 16/06/1980,Resale,07,18,188425,Central Region,Rochor
FU LU SHOU COMPLEX,149 Rochor Road  #03-24 ,45,Strata,1000000,22222,2064,29-APR-2015,Retail,99 Yrs From 16/06/1980,Resale,07,18,188425,Central Region,Rochor
PARKLANE SHOPPING MALL,35 Selegie Road  #01-18/23/24 ,130,Strata,3000000,23077,2144,11-MAY-2015,Retail,99 Yrs From 01/12/1974,Resale,07,18,188307,Central Region,Rochor
CITY GATE,371 Beach Road  #01-45 ,46,Strata,2000000,43478,4039,12-MAY-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
TEXTILE CENTRE,200 Jalan Sultan  #02-11 ,92,Strata,940500,10223,950,18-MAY-2015,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
BURLINGTON SQUARE,175 Bencoolen Street  #01-01 ,116,Strata,5180000,44655,4149,20-MAY-2015,Retail,99 Yrs From 10/06/1996,Resale,07,18,189649,Central Region,Rochor
TEXTILE CENTRE,200 Jalan Sultan  #04-18 ,29,Strata,336449,11602,1078,25-MAY-2015,Retail,99 Yrs From 02/06/1970,Resale,07,19,199018,Central Region,Kallang
FORTUNE CENTRE,190 Middle Road  #02-08 ,55,Strata,1450000,26364,2449,25-MAY-2015,Retail,99 Yrs From 18/10/1980,Resale,07,18,188979,Central Region,Rochor
CITY GATE,371 Beach Road  #B1-38 ,39,Strata,1379000,35359,3285,28-MAY-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
SIM LIM SQUARE,1 Rochor Canal Road  #03-27 ,38,Strata,1450000,38158,3545,02-JUN-2015,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
CITY GATE,371 Beach Road  #01-29 ,49,Strata,2095000,42755,3972,02-JUN-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #02-17 ,30,Strata,1869000,62300,5788,03-JUN-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
GOLDEN MILE COMPLEX,5001 Beach Road  #02-80B ,18,Strata,305000,16944,1574,11-JUN-2015,Retail,99 Yrs From 04/08/1969,Resale,07,19,199588,Central Region,Kallang
CITY GATE,371 Beach Road  #B1-58 ,40,Strata,1570000,39250,3646,17-JUN-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
SIM LIM SQUARE,1 Rochor Canal Road  #05-48 ,31,Strata,1800000,58065,5394,22-JUN-2015,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #05-29 ,31,Strata,1500000,48387,4495,22-JUN-2015,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
SIM LIM SQUARE,1 Rochor Canal Road  #03-40 ,84,Strata,1100000,13095,1217,07-JUL-2015,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
CITY GATE,371 Beach Road  #B1-29 ,42,Strata,1588000,37810,3513,15-JUL-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
SIM LIM SQUARE,1 Rochor Canal Road  #06-15 ,130,Strata,3700000,28462,2644,22-JUL-2015,Retail,99 Yrs From 08/04/1983,Resale,07,18,188504,Central Region,Rochor
KAMPONG GLAM CONSERVATION AREA,61 Arab Street ,78,Land,3900000,50000,4645,31-JUL-2015,Shop House,999 Yrs From 17/03/1828,Resale,07,19,199758,Central Region,Rochor
BUGIS CUBE,470 North Bridge Road  #02-07A ,28,Strata,1030000,36786,3417,05-AUG-2015,Retail,999 Yrs From 25/01/1827,Resale,07,18,188735,Central Region,Downtown Core
SUNSHINE PLAZA,91 Bencoolen Street  #01-64 ,27,Strata,1222200,45267,4205,12-AUG-2015,Retail,99 Yrs From 19/03/1997,Resale,07,18,189652,Central Region,Rochor
SUNSHINE PLAZA,91 Bencoolen Street  #01-61 ,23,Strata,1041600,45287,4207,12-AUG-2015,Retail,99 Yrs From 19/03/1997,Resale,07,18,189652,Central Region,Rochor
CITY GATE,371 Beach Road  #01-08 ,45,Strata,2888250,64183,5963,14-AUG-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
CITY GATE,371 Beach Road  #01-09 ,45,Strata,2888250,64183,5963,14-AUG-2015,Retail,99 Yrs From 15/04/2014,New Sale,07,19,199597,Central Region,Kallang
KAMPONG GLAM CONSERVATION AREA,9 Haji Lane ,47,Land,4400000,94218,8753,17-AUG-2015,Shop House,999 Yrs From 17/03/1828,Resale,07,18,189202,Central Region,Rochor
